Venue,Mgr,Sport,LOC,KOP Description,FK,FK2,W,H,D,A sqm,Product Description,Product Finishing/Construction,Unit,Qty,Cost By,Type,KOP Code Tx,Quantity Transferred,Artwork Requested,Artworked,Comments
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 031,Decal Emblem White Medium,13-Sep,,200,275,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,"GF Entry, Lifts"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 032,Venue Entrance Text ,12-Sep,,915,2673,,,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,"Text: Accrediated Entry. Placed on glass panel on RHS next to double doors. GF, Press and Corporate Hosp."
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 036,Venue Entrance Text Aqua,13-Sep,,800,1800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Text: AE&TO Entry
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 037,Venue Entrance Freestanding Base Hardware,1-Oct,,800,2100,,,"Freestanding Base, Medium, 2.1m","Plywood frame, sand bag filled, medium size, 2 corflute panels attached (Signage family KOP FR-M)",Item,1,LOK,,,0,,,Press and AE & TO entries
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 038,Sponsor Recognition Board Aqua,17-Sep,,800,1800,,,"Corflute, single sided",Trimmed to size,Item,2,LOK,,,0,,,Located on the east side 
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 039,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,15,LOK,,,0,,,"WF Check-in x4, Workforce Break Area 4-5 x3, Workforce Break Area 3 x1, Athlete Change Rooms x4, TO Lounge x3"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 040,Poster Tagline Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,15,LOK,,,0,,,"WF Check-in x6, Workforce Break Areas x3, Athlete Change Rooms x4, TO Lounge"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 041,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,15,LOK,,,0,,,"WF Check-in x6, Workforce Break Areas x3, Athlete Change Rooms x4, TO Lounge"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 042,Poster Silhouette Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,15,LOK,,,0,,,"Silhouette: Rugby 7's. WF Check-in x6, Workforce Break Areas x3, Athlete Change Rooms x4, TO Lounge"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 043,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"WF Check-in, TO Lounge"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 044,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,"WF Check-in, TO Lounge"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 045,Table Skirt Graphic Aqua,8-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,7,LOK,,,0,,,"WF Check-in, TO Lounge"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 046,Banner Hero Silhouette Wave,25-Sep,,20000,10000,,,"PVC skin, single sided",,SQM,1,LOK,,,0,,,Silhouette: Rugby 7's.  To cover Large Cbus sign.  See photo for dimensions as an irregular shape.  To be designed as two pieces.
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 048,Tent Header - Official Shop,13-Sep,,8000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,"Text: Official Shop, Design: Official Shop Aqua. Lvl 1 existing"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 049,Tent Header First Aid Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,Lvl 1 Existing
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 050,Poster Emblem White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,11,LOK,,,0,,,"WF Break 1&2, GF Lounge & VMC"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 051,Poster Tagline Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,11,LOK,,,0,,,"WF Break 1&2, GF Lounge & VMC"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 052,Poster Pictogram White,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,11,LOK,,,0,,,"WF Break 1&2, GF Lounge & VMC"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 053,Poster Silhouette Wave,13-Sep,,420,594,,,Art paper 170gsm,Trimmed to size,Item,11,LOK,,,0,,,"Silhouette: Rugby 7's.WF Break 1&2, GF Lounge & VMC"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 054,Pull-Up Banner Sponsor Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,GF Lounge & VMC
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 055,Pull-Up Banner Emblem Wave,13-Sep,,900,2000,,,Pullup Banner,"Pull up banner hardware, polypropylene 270gsm (grey back) with frame",Item,2,LOK,,,0,,,GF Lounge & VMC
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 056,Media Backdrop Script Wave,13-Sep,,4000,2200,,,Freestanding backdrop,Stretched fabric (sewn with rubber welt) over alloy frame (free standing),Item,2,LOK,,,0,,,MOE - VMC & LVL 3
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 057,Microphone Cover Emblem Full Colour,13-Sep,,50,50,,,Microphone cube,Moulded/Routed polyprop cube,Item,1,LOK,,,0,,,Roving Mic Press Room
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 058,Table Skirt Graphic Aqua,9-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,2,LOK,,,0,,,WKF Break x2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 059,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,GF Lounge & VMC Entry.  On glass doors
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 060,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,GF Lounge & VMC Entry.  On glass doors
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 061,Vomitory Header Text Wave Large,27-Oct,,3560,1230,,,"Corflute, single sided",,SQM,32,LOK,,,0,,,Text: Script
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 062,Athlete Entrance FOP Header Script Wave,25-Sep,,8250,1070,,8827.5,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,2 x Extra Large vomitories over entrances facing FOP. Vomitory A & B
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 063,Athlete Entrance FOP Side Graphic Wave,25-Sep,,6060,1170,,7090.2,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,LHS - Vomitory D & B
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 064,Athlete Entrance FOP Side Graphic Wave,25-Sep,,6060,1170,,7090.2,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,RHS - Vomitory D & B
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 065,Athlete Entrance FOP Side Graphic Wave,25-Sep,,7500,1705,,12787.5,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,LHS - Vomitory A
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 066,Athlete Entrance FOP Side Graphic Wave,25-Sep,,7500,1705,,12787.5,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,RHS - Vomitory A
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 067,Venue Entrance Header,21-Sep,,8822,1300,,,"Corflute, single sided",,SQM,1,LOK,,,0,,,To cover Cbus sign above gate D at spectator entrance
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 069,Athlete Entrance FOP Header Script Wave,25-Sep,,3000,1200,,3600,"Corflute, single sided",,SQM,2,LOK,,,0,,,Vomitory E & F
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 072,Tier Dressing Script Blue,1-Oct,,117000,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,TDR1
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 073,Tier Dressing Script Blue,1-Oct,,99000,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,TDR2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 074,Tier Dressing Script Blue,1-Oct,,18000,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,"TDR3, TDR8"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 075,Tier Dressing Script Blue,1-Oct,,202500,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,TDR4
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 076,Tier Dressing Script Blue,1-Oct,,18000,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,TDR5
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 077,Tier Dressing Script Blue,1-Oct,,60000,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,TDR6
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 078,Tier Dressing Script Blue,1-Oct,,39000,870,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,TDR7
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 079,Videoboard Script Wave,10-Oct,HA/RIG,10700,8000,800,17.136,Self Adhesive Vinyl,,SQM,2,LOK,,,0,,,Top/Bottom: 10.7m x 800mm; Sides: 8m x 800mm
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 082,Decal - Media Tribune Decal Script White,12-Oct,,32400,150,,,Self Adhesive Vinyl,"die cut, weeded, application tape applied",SQM,1,LOK,,,0,,,"Broadcast = 8 x 1800mm = 14400mm, Press = 30 x 600mm =18000mm. 
Total length = 32400mm"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 083,Pitch Perimeter Graphic Wave,27-Nov,,33750,790,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,PPR1
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 084,Pitch Perimeter Graphic Wave,28-Nov,,24570,790,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,PPR2
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 085,Pitch Perimeter Graphic Wave,29-Nov,,2470,790,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,PPR3
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 086,Pitch Perimeter Graphic Wave,30-Nov,,33750,790,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,PPR4
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 087,Pitch Perimeter Graphic Wave,1-Dec,,135300,790,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,PPR5 (Continuous design: includes corner panel below scoreboard and 2 sides of field)
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 088,Pitch Perimeter Graphic Wave,2-Dec,,71250,790,,,"Fabric, polyester, single sided",,SQM,1,LOK,,,0,,,PPR6
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 089,Athlete Entrance FOP Header Script Wave,25-Sep,,3000,1290,,3870,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Design: Change design to Stacked Script. Athlete Entry onto FOP. Vomitory F
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 090,Athlete Entrance FOP Side Graphic Wave,25-Sep,,7000,3000,,10500,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Athlete Entry onto FOP - LHS
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 091,Athlete Entrance FOP Side Graphic Wave,25-Sep,,7000,3000,,10500,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Athlete Entry onto FOP - RHS
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 092,Crowd Control Barrier Jacket Script Wave,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,12,LOK,,,0,,,CBR3 & CBR4: Mixed Zone
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 093,Crowd Control Barrier Jacket Event Name Aqua,12-Sep,GND,TBC - 2150,TBC - 900,,,"Fabric mesh, polyester, double sided","sewn with partial hood, eyelets place on all edging",Item,12,LOK,,,0,,,CBR3 & CBR4. Mixed Zone
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 094,Corral Panel Script - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,5,LOK,,,0,,,
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 095,Corral Panel Event Name - 600 - Wave - Full Colour ,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,6,LOK,,,0,,,
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 096,Corral Panel Sponsor - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,74,LOK,,,0,,,
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 097,Ground Graphic - Emblem,28-Sep,,15000,20625,,,Painted surface,for use on grass,SQM,1,LOK,,,0,,,"Design: Emblem, White"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 100,Ground Graphic - Script,28-Sep,,22500,3000,,,Painted surface,for use on grass,SQM,2,LOK,,,0,,,"Design: Script, White"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 101,Ground Graphic - Longines,28-Sep,,22500,3000,,,Painted surface,for use on grass,SQM,1,LOK,,,0,,,"Design: Longines, White.  Sponsor dimensions TBC."
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 103,Athlete Moment,25-Sep,"W, IN",1200,800,,,"Corflute, single sided",,Item,1,LOK,,,0,,,Athlete tunnel onto FOP
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 113,Country Boards,,expand,297,210,,,"Corflute, single sided",,Item,24,SPEQ,SPEQ,,0,Y,,LOKALL. 24 Country names & flags
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 116,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,0,,,FSR1 534.86m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 117,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,0,,,FSR1 534.86m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 118,Tent Header PSA Aqua Small,13-Sep,,5000,300,,,Framed fabric panel,frame (timber/alloy) with stretched fabric attached,Item,1,LOK,,,0,,,THR3. Accredited PSA
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 119,Table Skirt Graphic Aqua,10-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Item,1,LOK,,,0,,,Tech Table
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 120,Table Skirt Graphic Aqua,11-Dec,,1820,730,750,,"Fabric, polyester, single sided","White velcro(25mm) loop sewn to top edge (white thread), supplied with self adhesive hook",Per sqm,1,LOK,,,0,,,"Location: beside the tunnel, it’s for HIA, will be on a small table"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 121,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,Generic Pack x4 and Athlete pathway x1 placed from their entrance to the venue to the changing rooms
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 122,Decal CGF Full Colour Large,13-Sep,,550,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,Generic Pack x4 and Athlete pathway x1 placed from their entrance to the venue to the changing rooms
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 123,Decal Tagline Ink Large,13-Sep,,1560,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,Generic Pack x4 and Athlete pathway x1 placed from their entrance to the venue to the changing rooms
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 124,Decal Event Name Ink Large,13-Sep,,2482,128,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,5,LOK,,,0,,,Generic Pack x4 and Athlete pathway x1 placed from their entrance to the venue to the changing rooms
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 126,Decal Emblem Frosted Medium,13-Sep,,200,275,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Bond University: Lift
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 127,Decal Tagline Stacked Frosted Extra Large,13-Sep,,317,233,,,Frosted window film,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,Bond University: Lift
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 129,Ground Graphic - Sponsor,28-Sep,,22500,3000,,,Painted surface,for use on grass,SQM,1,LOK,,,0,,,"Design: Sponsor, White"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 131,Athlete Entrance FOP Header Script Wave,25-Sep,,7500,1070,,8025,Self Adhesive Vinyl,,SQM,1,LOK,,,0,,,Vomitory D
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 135,Decal Emblem Wave Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,GF Lounge
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 136,Decal CGF Full Colour Large,13-Sep,,550,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,1,LOK,,,0,,,GF Lounge
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 137,Tier Dressing Script Navy,1-Oct,,13500,900,,,"Fabric, polyester, single sided",,SQM,14,LOK,,,0,,,Design: Script
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 138,Tier Dressing Script Navy,1-Oct,,13500,900,,,"Fabric, polyester, single sided",,SQM,6,LOK,,,0,,,Design: Tagline
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 139,Tier Dressing Script Navy,1-Oct,,13500,900,,,"Fabric, polyester, single sided",,SQM,6,LOK,,,0,,,Design: Event Name
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 140,Tier Dressing Script Navy,1-Oct,,11250,900,,,"Fabric, polyester, single sided",,SQM,2,LOK,,,0,,,Design: Script
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 141,Corral End Cap - 600 - Wave - Full Colour,12-Sep,GND,600,600,,,"Corflute, single sided",End cap required for Corral body,Item,18,LOK,,,0,,,
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 142,Fence Scrim Script Blue,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,4,LOK,,,0,,,FSR2 274.74m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 143,Fence Scrim Script Orange,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,4,LOK,,,0,,,FSR2 274.74m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 144,Fence Scrim Script Pink,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,4,LOK,,,0,,,FSR2 274.74m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 145,Fence Scrim Aqua,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,15,LOK,,,,,,FSR1 534.86m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 146,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,7,LOK,,,,,,FSR1 534.86m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 147,Decal Emblem Full Colour Large,13-Sep,,400,550,,,Self Adhesive Vinyl,"kiss cut, weeded, application tape applied",Item,2,LOK,,,0,,,"Media Welcome Desk, GF lounge welcome desk."
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 148,Fence Scrim Script Green,29-Sep,,13250,TBC - 1620,,,"Fabric mesh, polyester, single sided",Hemmed & eyelets on all edges (500mm) & corners,Item,4,LOK,,,0,,,FSR2 274.74m
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 149,Corral Panel Filler 1200 - 600 - Wave - Full Colour,25-Sep,GND,1200,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,4,LOK,,,0,,,
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 150,Corral Panel Filler 2400 - 600 - Wave - Full Colour,12-Sep,GND,2400,600,,,"Corflute, single sided",Triangular shaped perimeter segment (Construction TBC),Item,14,LOK,,,0,,,
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 152,Banner Venue Sponsor Aqua,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,2,LOK,,,0,,,"BVR1, BRV4-BVR6. SPN5.Double bracketing arms supplied by ROB"
ROB - Robina Stadium,Rachel Britton,RUG - Rugby Sevens,ROB 153,Banner Venue Sponsor Blue,13-Sep,,600,2600,,,"PVC skin, double sided","Double sided with pocket top & bottom, sides cut only",Item,2,LOK,,,0,,,"BVR1, BRV4-BVR6. SPN6.Double bracketing arms supplied by ROB"
